"No.","Time","Source","Destination","Protocol","Length","Info"
"1590","5.750962","172.18.0.3","172.18.0.2","TCP","1520","54952  >  5000 [ACK] Seq=895012 Ack=1 Win=64256 Len=1448 TSval=805182142 TSecr=837618573"
"1591","5.750971","172.18.0.3","172.18.0.2","TCP","65232","54952  >  5000 [PSH, ACK] Seq=896460 Ack=1 Win=64256 Len=65160 TSval=805182142 TSecr=837618573"
"1592","5.750995","172.18.0.3","172.18.0.2","RSL","65232","unknown 110 "
"1593","5.751020","172.18.0.3","172.18.0.2","TCP","22016","54952  >  5000 [PSH, ACK] Seq=1026780 Ack=1 Win=64256 Len=21944 TSval=805182142 TSecr=837618574"
"1594","5.761137","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=895012 Win=792064 Len=0 TSval=837618584 TSecr=805182142"
"1595","5.761142","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=896460 Win=794880 Len=0 TSval=837618584 TSecr=805182142"
"1596","5.761142","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=961620 Win=900864 Len=0 TSval=837618584 TSecr=805182142"
"1597","5.761142","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=1048724 Win=900864 Len=0 TSval=837618584 TSecr=805182142"
"1598","5.766884","172.18.0.2","172.18.0.3","TCP","161","5000  >  54952 [PSH, ACK] Seq=1 Ack=1048724 Win=900864 Len=89 TSval=837618590 TSecr=805182142"
"1599","5.766938","172.18.0.3","172.18.0.2","TCP","72","54952  >  5000 [ACK] Seq=1048724 Ack=90 Win=64256 Len=0 TSval=805182158 TSecr=837618590"
"1600","5.766965","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [FIN, ACK] Seq=90 Ack=1048724 Win=900864 Len=0 TSval=837618590 TSecr=805182142"
"1601","5.767348","172.18.0.3","172.18.0.2","TCP","72","54952  >  5000 [FIN, ACK] Seq=1048724 Ack=91 Win=64256 Len=0 TSval=805182158 TSecr=837618590"
"1602","5.777406","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=91 Ack=1048725 Win=900864 Len=0 TSval=837618600 TSecr=805182158"
